order_date,category_name,product_name,product_price,order_qty,total_sales,cust_email,cust_city
3/26/2020,Drone Kits,BYOD-220,69,5,345,tburnhamsqb@deviantart.com#mailto:tburnhamsqb@deviantart.com#,Baltimore
3/26/2020,Drones,MICR-564K Drone,499,1,499,lwhillock3u@woothemes.com#mailto:lwhillock3u@woothemes.com#,Detroit
3/27/2020,Blueprints,Panda Robot Blueprint,7.99,1,7.99,pmcterlaghct@joomla.org#mailto:pmcterlaghct@joomla.org#,Fresno
3/27/2020,Blueprints,Sleepy Eye Blueprint,11.99,2,23.98,plafranconi4r@google.it#mailto:plafranconi4r@google.it#,Petaluma
3/27/2020,eBooks,Polar Robots,23.99,6,143.94,hhaw9q@answers.com#mailto:hhaw9q@answers.com#,Boise
3/27/2020,Robot Kits,BYOR-3535,225,3,675,ggarces8d@cisco.com#mailto:ggarces8d@cisco.com#,Saint Louis
3/27/2020,Training Videos,Drone Video Techniques,37.99,3,113.97,lmccuisbj@digg.com#mailto:lmccuisbj@digg.com#,Lawrenceville
3/27/2020,Training Videos,Virtual Reality Basics,29.99,3,89.97,geavesa6@discuz.net#mailto:geavesa6@discuz.net#,Hartford
3/28/2020,Drones,DX-145 Drone,250,5,1250,vhawsii@engadget.com#mailto:vhawsii@engadget.com#,Sacramento
3/28/2020,eBooks,Cartesian Robots,12.99,4,51.96,rgilbeekq@cdbaby.com#mailto:rgilbeekq@cdbaby.com#,Mobile
3/28/2020,Robots,RXW-9807 Robot,599,5,2995,dparysowna48@multiply.com#mailto:dparysowna48@multiply.com#,Lexington
3/29/2020,eBooks,Delivery Drones,14.99,5,74.95,abernaertc9@newyorker.com#mailto:abernaertc9@newyorker.com#,Albuquerque
3/29/2020,Robots,RXW-9807 Robot,599,3,1797,mgemmillns@typepad.com#mailto:mgemmillns@typepad.com#,New Orleans
3/29/2020,Training Videos,Drone Video Techniques,37.99,4,151.96,ffollacaro85@nbcnews.com#mailto:ffollacaro85@nbcnews.com#,Lexington
3/29/2020,Training Videos,Understanding Automation,44.95,4,179.8,bkemet2w@nbcnews.com#mailto:bkemet2w@nbcnews.com#,Chicago
3/29/2020,Training Videos,Understanding Drone Regulations,27.5,1,27.5,swestby1v@msu.edu#mailto:swestby1v@msu.edu#,Berkeley
3/30/2020,Drone Kits,BYOD-500,167,2,334,crubbens6t@disqus.com#mailto:crubbens6t@disqus.com#,Houston
3/30/2020,Drones,DC-304 Drone,395,3,1185,mwhiteleypw@istockphoto.com#mailto:mwhiteleypw@istockphoto.com#,Trenton
3/30/2020,Training Videos,Mapping with Drones,49,2,98,hdocwradl@discuz.net#mailto:hdocwradl@discuz.net#,Denver
3/31/2020,Drone Kits,BYOD-100,54,3,162,gmalbon26@auda.org.au#mailto:gmalbon26@auda.org.au#,Louisville
3/31/2020,eBooks,Polar Robots,23.99,2,47.98,jgethins4j@imageshack.us#mailto:jgethins4j@imageshack.us#,Boston
3/31/2020,eBooks,Polar Robots,23.99,4,95.96,pkockkj@npr.org#mailto:pkockkj@npr.org#,Salinas
4/1/2020,Blueprints,Sleepy Eye Blueprint,11.99,3,35.97,pemlochdy@ebay.co.uk#mailto:pemlochdy@ebay.co.uk#,Provo
4/1/2020,Blueprints,Sleepy Eye Blueprint,11.99,3,35.97,aandrosikl8@twitter.com#mailto:aandrosikl8@twitter.com#,Atlanta
4/1/2020,Drone Kits,BYOD-400S,129.95,1,129.95,jhamblington1j@omniture.com#mailto:jhamblington1j@omniture.com#,Macon
4/1/2020,Drone Kits,BYOD-500,167,3,501,ysabathe34@wired.com#mailto:ysabathe34@wired.com#,Huntington
4/1/2020,Drones,MICR-564K Drone,499,5,2495,gscandretta4@printfriendly.com#mailto:gscandretta4@printfriendly.com#,Lexington
4/1/2020,eBooks,Cartesian Robots,12.99,5,64.95,dorhrtjc@sciencedaily.com#mailto:dorhrtjc@sciencedaily.com#,Pueblo
4/1/2020,eBooks,Photograph Drones,14.99,5,74.95,klornsenhy@is.gd#mailto:klornsenhy@is.gd#,Cincinnati
4/1/2020,eBooks,Single Rotor Drones,14.99,1,14.99,bcollyal@netvibes.com#mailto:bcollyal@netvibes.com#,Pensacola
4/1/2020,Robots,RCB-889 Robot,549,2,1098,bwansburyfy@cbsnews.com#mailto:bwansburyfy@cbsnews.com#,Manchester
4/1/2020,Training Videos,Understanding Automation,44.95,1,44.95,rchristoffelw@so-net.ne.jp#mailto:rchristoffelw@so-net.ne.jp#,Baltimore
4/2/2020,Robots,RLK-9920 Robot,699,5,3495,lormesn9@smh.com.au#mailto:lormesn9@smh.com.au#,Carol Stream
4/2/2020,Training Videos,Cloud Computing,29.99,3,89.97,fsteersiy@hatena.ne.jp#mailto:fsteersiy@hatena.ne.jp#,Cincinnati
4/2/2020,Training Videos,Industrial 3D Printing,49,4,196,fbendle6o@cbc.ca#mailto:fbendle6o@cbc.ca#,Dallas
4/3/2020,Blueprints,All Eyes Drone Blueprint,9.99,5,49.95,ebartelsellisll@va.gov#mailto:ebartelsellisll@va.gov#,Rockford
4/3/2020,Blueprints,Creature Robot Arms Blueprint,12,3,36,sbolgerfn@epa.gov#mailto:sbolgerfn@epa.gov#,Sacramento
4/3/2020,Drone Kits,BYOD-220,69,6,414,cseear5f@mashable.com#mailto:cseear5f@mashable.com#,Akron
4/3/2020,Drone Kits,BYOD-550,179,4,716,aolanda1f@cornell.edu#mailto:aolanda1f@cornell.edu#,Johnstown
4/3/2020,Drones,DC-304 Drone,395,3,1185,abluschkegz@narod.ru#mailto:abluschkegz@narod.ru#,San Jose
4/3/2020,Drones,DC-304 Drone,395,4,1580,btissington3f@apple.com#mailto:btissington3f@apple.com#,Dallas
4/3/2020,Drones,DTI-84 Drone,455,5,2275,kdelleschij@howstuffworks.com#mailto:kdelleschij@howstuffworks.com#,Columbus
4/3/2020,eBooks,Delivery Drones,14.99,5,74.95,erowan6h@jigsy.com#mailto:erowan6h@jigsy.com#,Mesquite
4/3/2020,eBooks,Helicopter Drones,20.95,2,41.9,cvasyutin5i@wix.com#mailto:cvasyutin5i@wix.com#,Evansville
4/3/2020,eBooks,RTF Drones,16.99,4,67.96,kbrookesbie95@opera.com#mailto:kbrookesbie95@opera.com#,Roanoke
4/3/2020,Robot Kits,BYOR-1000,189,3,567,tniezen6u@symantec.com#mailto:tniezen6u@symantec.com#,Las Vegas
4/3/2020,Robot Kits,BYOR-3000,214,1,214,dleurenpk@google.com#mailto:dleurenpk@google.com#,Dallas
4/3/2020,Training Videos,AI for Educators,49.95,1,49.95,easkella0@eventbrite.com#mailto:easkella0@eventbrite.com#,New Orleans
4/4/2020,Drone Kits,BYOD-350,89.95,3,269.85,bsoalqt@chicagotribune.com#mailto:bsoalqt@chicagotribune.com#,Durham
4/4/2020,eBooks,Delivery Drones,14.99,3,44.97,emcmurdore@ifeng.com#mailto:emcmurdore@ifeng.com#,Topeka
4/4/2020,eBooks,Photograph Drones,14.99,4,59.96,amcentagartde@bloglovin.com#mailto:amcentagartde@bloglovin.com#,San Jose
4/4/2020,Robots,MICR-23K Robot,899,2,1798,sgeater52@mashable.com#mailto:sgeater52@mashable.com#,Kansas City
4/5/2020,Blueprints,All Eyes Drone Blueprint,9.99,4,39.96,cnenolz@mediafire.com#mailto:cnenolz@mediafire.com#,Aurora
4/5/2020,Drone Kits,BYOD-350,89.95,2,179.9,bbartosch86@admin.ch#mailto:bbartosch86@admin.ch#,Duluth
4/5/2020,Drone Kits,BYOD-400,119,2,238,kjonesor@addthis.com#mailto:kjonesor@addthis.com#,New York City
4/5/2020,Robot Kits,BYOR-4005,245,6,1470,wwaisona4@people.com.cn#mailto:wwaisona4@people.com.cn#,Cedar Rapids
4/5/2020,Robots,RLK-9920 Robot,699,3,2097,aglendzafn@istockphoto.com#mailto:aglendzafn@istockphoto.com#,San Diego
4/5/2020,Training Videos,AI for Educators,49.95,2,99.9,rbevirnj@blogspot.com#mailto:rbevirnj@blogspot.com#,Houston
4/5/2020,Training Videos,Understanding 3D Printing,42.99,5,214.95,lyardy2t@psu.edu#mailto:lyardy2t@psu.edu#,Sioux Falls
4/6/2020,Blueprints,Cat Robot Blueprint,4.99,6,29.94,bbarthode@sina.com.cn#mailto:bbarthode@sina.com.cn#,Long Beach
4/6/2020,Blueprints,Sleepy Eye Blueprint,11.99,4,47.96,cklugerlg@sfgate.com#mailto:cklugerlg@sfgate.com#,San Diego
4/6/2020,Drones,DTE-QFN20 Drone,250,2,500,hhaw9q@answers.com#mailto:hhaw9q@answers.com#,Boise
4/6/2020,eBooks,RTF Drones,16.99,3,50.97,lmccuisbj@digg.com#mailto:lmccuisbj@digg.com#,Lawrenceville
4/6/2020,eBooks,Spherical Robots,16.75,4,67,aiveanskk@wired.com#mailto:aiveanskk@wired.com#,Springfield
4/7/2020,Blueprints,Creature Robot Arms Blueprint,12,5,60,cbaylessm3@mayoclinic.com#mailto:cbaylessm3@mayoclinic.com#,Charleston
4/7/2020,Drones,DA-SA702 Drone,399,5,1995,lcridlonkj@sina.com.cn#mailto:lcridlonkj@sina.com.cn#,Springfield
4/7/2020,eBooks,Drone Building Essentials,13.99,3,41.97,mmeneerkx@symantec.com#mailto:mmeneerkx@symantec.com#,Daytona Beach
4/7/2020,eBooks,Single Rotor Drones,14.99,3,44.97,naaronoh@ihg.com#mailto:naaronoh@ihg.com#,Baltimore
4/7/2020,eBooks,Understanding Arduino,17.5,5,87.5,cillwellk2@cdbaby.com#mailto:cillwellk2@cdbaby.com#,Tacoma
4/7/2020,Robot Kits,BYOR-1000,189,5,945,wcreweem@ycombinator.com#mailto:wcreweem@ycombinator.com#,Anchorage
4/7/2020,Training Videos,Understanding Automation,44.95,2,89.9,mbraunstonn3@histats.com#mailto:mbraunstonn3@histats.com#,Brooklyn
4/7/2020,Training Videos,Understanding Drone Regulations,27.5,4,110,kantyukhingx@com.com#mailto:kantyukhingx@com.com#,Fresno
4/8/2020,eBooks,Photograph Drones,14.99,6,89.94,aanfussojg@t-online.de#mailto:aanfussojg@t-online.de#,Cedar Rapids
4/9/2020,Drone Kits,BYOD-350,89.95,3,269.85,smahomet19@thetimes.co.uk#mailto:smahomet19@thetimes.co.uk#,Louisville
4/9/2020,eBooks,Cartesian Robots,12.99,5,64.95,atrenfieldf6@nba.com#mailto:atrenfieldf6@nba.com#,Boston
4/9/2020,eBooks,GPS Drones,19.99,3,59.97,gshandq@un.org#mailto:gshandq@un.org#,Saint Petersburg
4/9/2020,Robots,RWW-75 Robot,883,2,1766,nsexceyar@state.tx.us#mailto:nsexceyar@state.tx.us#,Saginaw
4/9/2020,Training Videos,Industrial 3D Printing,49,5,245,bwhetsonio@amazon.de#mailto:bwhetsonio@amazon.de#,Rochester
4/10/2020,Blueprints,Ladybug Robot Blueprint,12,4,48,kessamehc@github.com#mailto:kessamehc@github.com#,Dallas
4/10/2020,Drone Kits,BYOD-500,167,2,334,eanfonsipu@wunderground.com#mailto:eanfonsipu@wunderground.com#,Orlando
4/10/2020,Drone Kits,BYOD-500,167,3,501,sblunsdenkd@geocities.jp#mailto:sblunsdenkd@geocities.jp#,Fort Wayne
4/10/2020,eBooks,Helicopter Drones,20.95,4,83.8,vilyinskioe@amazonaws.com#mailto:vilyinskioe@amazonaws.com#,Oklahoma City
4/10/2020,Training Videos,AI for Educators,49.95,3,149.85,jjackwaysgw@wiley.com#mailto:jjackwaysgw@wiley.com#,Jamaica
4/11/2020,eBooks,Articulated Robots,23.99,5,119.95,cmayworthi2@time.com#mailto:cmayworthi2@time.com#,Juneau
4/11/2020,eBooks,Delta Robots,16.99,3,50.97,jconibereae@disqus.com#mailto:jconibereae@disqus.com#,Wichita
4/11/2020,eBooks,Delta Robots,16.99,4,67.96,mtarrjp@theglobeandmail.com#mailto:mtarrjp@theglobeandmail.com#,Miami
4/11/2020,Robots,RCB-889 Robot,549,2,1098,jramsbothamly@pagesperso-orange.fr#mailto:jramsbothamly@pagesperso-orange.fr#,Topeka
4/12/2020,eBooks,Building Your First Robot,24.95,2,49.9,mroderickm4@gizmodo.com#mailto:mroderickm4@gizmodo.com#,Saint Louis
4/13/2020,eBooks,Drone Building Essentials,13.99,4,55.96,cseear5f@mashable.com#mailto:cseear5f@mashable.com#,Akron
4/13/2020,Robots,MICR-23K Robot,899,3,2697,imackeoghhh@foxnews.com#mailto:imackeoghhh@foxnews.com#,Washington
4/13/2020,Training Videos,Mapping with Drones,49,5,245,bgraceg3@nih.gov#mailto:bgraceg3@nih.gov#,Grand Junction
4/14/2020,Drone Kits,BYOD-220,69,5,345,kgeneryda@howstuffworks.com#mailto:kgeneryda@howstuffworks.com#,Louisville
4/14/2020,Drone Kits,BYOD-350,89.95,5,449.75,vmoretonpv@google.co.jp#mailto:vmoretonpv@google.co.jp#,Las Vegas
4/14/2020,Drones,MICR-564K Drone,499,4,1996,awalsh6a@mit.edu#mailto:awalsh6a@mit.edu#,Winston Salem
4/14/2020,Robots,RWW-75 Robot,883,4,3532,lhasarddw@instagram.com#mailto:lhasarddw@instagram.com#,Roanoke
4/15/2020,Blueprints,Hexacopter Drone Blueprint,8.99,4,35.96,wboncorenr@so-net.ne.jp#mailto:wboncorenr@so-net.ne.jp#,Wilmington
